passenger_id,seat_number,group,is_child,is_man,is_woman,is_wchr,is_wchb
0,36,[18],"(4.384131591678758, 59.53991291727146)",0,0,0,0
1,4,1,0,0,1,0,0
2,124,2,1,0,0,0,0
3,100,3,0,0,1,0,0
4,7,4,0,0,1,0,0
5,9,4,0,1,0,0,0
6,151,5,0,0,1,0,0
7,199,6,0,0,1,0,0
8,203,6,0,0,1,0,0
9,190,7,0,0,0,1,0
10,118,8,0,0,1,0,0
11,120,8,0,1,0,0,0
12,119,8,0,1,0,0,0
13,117,8,0,1,0,0,0
14,115,8,0,1,0,0,0
15,193,9,0,0,1,0,0
16,194,9,0,0,1,0,0
17,196,9,0,0,1,0,0
18,195,9,0,0,1,0,0
19,126,10,0,0,1,0,0
20,110,11,0,0,1,0,0
21,111,11,0,1,0,0,0
22,123,12,0,0,1,0,0
23,122,12,0,0,1,0,0
24,125,12,0,0,1,0,0
25,121,12,0,0,1,0,0
26,128,12,0,0,1,0,0
27,78,13,0,0,1,0,0
28,77,13,0,0,1,0,0
29,71,13,0,0,0,0,1
30,44,14,0,0,1,0,0
31,45,14,0,0,1,0,0
32,47,14,0,0,1,0,0
33,43,14,0,0,1,0,0
34,46,14,0,1,0,0,0
35,150,15,0,0,1,0,0
36,160,16,0,0,0,1,0
37,21,17,0,0,1,0,0
38,19,17,0,1,0,0,0
39,98,18,0,0,1,0,0
40,93,18,0,0,1,0,0
41,99,18,0,0,1,0,0
42,91,18,0,0,1,0,0
43,92,18,0,0,1,0,0
44,96,19,0,0,1,0,0
45,95,20,0,0,1,0,0
46,94,20,0,0,1,0,0
47,159,21,0,0,0,1,0
48,212,22,0,0,1,0,0
49,180,23,0,0,1,0,0
50,179,23,0,1,0,0,0
51,178,23,1,0,0,0,0
52,83,24,0,0,1,0,0
53,84,24,0,0,1,0,0
54,89,24,0,0,1,0,0
55,82,24,0,0,1,0,0
56,157,25,0,0,1,0,0
57,88,26,1,0,0,0,0
58,86,26,0,0,0,0,1
59,197,27,0,1,0,0,0
60,198,27,1,0,0,0,0
61,127,28,1,0,0,0,0
62,116,29,1,0,0,0,0
63,22,30,0,1,0,0,0
64,24,31,0,0,1,0,0
65,30,32,0,0,1,0,0
66,55,33,1,0,0,0,0
67,129,34,1,0,0,0,0
68,10,35,0,0,1,0,0
69,3,36,0,0,1,0,0
70,1,36,0,1,0,0,0
71,42,37,0,0,1,0,0
72,136,38,0,0,1,0,0
73,134,38,0,0,1,0,0
74,133,38,0,1,0,0,0
75,207,39,0,0,1,0,0
76,206,39,0,1,0,0,0
77,162,40,0,1,0,0,0
78,211,41,0,1,0,0,0
79,213,41,0,1,0,0,0
80,50,42,0,0,1,0,0
81,51,42,0,1,0,0,0
82,76,43,0,1,0,0,0
83,132,44,0,1,0,0,0
84,205,45,0,1,0,0,0
85,175,46,0,0,1,0,0
86,189,46,0,0,1,0,0
87,192,46,0,0,1,0,0
88,187,46,0,0,1,0,0
89,188,46,0,0,1,0,0
90,146,47,0,0,1,0,0
91,103,48,0,1,0,0,0
92,176,49,0,1,0,0,0
93,163,50,0,1,0,0,0
94,169,51,0,1,0,0,0
95,171,51,0,0,0,1,0
96,25,52,0,0,1,0,0
97,174,53,0,0,1,0,0
98,39,54,0,1,0,0,0
99,15,55,0,1,0,0,0
100,6,56,0,1,0,0,0
101,34,57,0,0,1,0,0
102,31,57,0,1,0,0,0
103,33,57,1,0,0,0,0
104,36,57,1,0,0,0,0
105,109,58,0,1,0,0,0
106,210,59,0,1,0,0,0
107,112,60,0,1,0,0,0
108,113,60,0,1,0,0,0
109,156,61,0,1,0,0,0
110,177,62,0,0,1,0,0
111,90,63,0,1,0,0,0
112,49,64,0,1,0,0,0
113,140,65,0,0,1,0,0
114,142,65,0,0,1,0,0
115,141,65,0,1,0,0,0
116,139,65,0,1,0,0,0
117,204,66,0,0,1,0,0
118,102,67,0,1,0,0,0
119,101,67,1,0,0,0,0
120,13,68,0,1,0,0,0
121,37,69,0,1,0,0,0
122,145,70,0,1,0,0,0
123,27,71,0,0,1,0,0
124,48,72,0,1,0,0,0
125,63,73,0,0,1,0,0
126,62,73,0,1,0,0,0
127,105,74,0,1,0,0,0
128,106,74,1,0,0,0,0
129,104,74,1,0,0,0,0
130,148,75,0,1,0,0,0
131,147,75,1,0,0,0,0
132,149,75,1,0,0,0,0
133,18,76,0,0,1,0,0
134,16,76,0,1,0,0,0
135,114,77,0,1,0,0,0
136,186,78,0,1,0,0,0
137,107,79,0,1,0,0,0
138,108,79,0,1,0,0,0
139,61,80,0,1,0,0,0
140,57,81,0,0,1,0,0
141,56,81,0,1,0,0,0
142,200,82,0,1,0,0,0
143,202,82,0,1,0,0,0
144,201,82,1,0,0,0,0
145,166,83,0,1,0,0,0
146,167,83,0,1,0,0,0
147,168,83,1,0,0,0,0
148,173,84,0,1,0,0,0
149,172,84,0,1,0,0,0
150,130,85,0,1,0,0,0
151,131,85,0,1,0,0,0
152,216,86,0,0,1,0,0
153,214,86,0,0,0,1,0
154,97,87,0,0,1,0,0
155,182,88,0,1,0,0,0
156,183,88,1,0,0,0,0
157,181,88,1,0,0,0,0
158,138,89,0,1,0,0,0
159,137,89,1,0,0,0,0
160,135,89,1,0,0,0,0
