passenger_id,seat_number,group,is_child,is_man,is_woman,is_wchr,is_wchb
0,29,[14],"[4.000995024875622, 47.26865671641791]",0,0,0,0
1,6,1,0,0,1,0,0
2,9,1,0,1,0,0,0
3,16,2,0,0,1,0,0
4,18,2,0,1,0,0,0
5,15,3,0,1,0,0,0
6,1,4,0,0,1,0,0
7,3,4,1,0,0,0,0
8,19,5,0,1,0,0,0
9,70,6,0,0,1,0,0
10,71,6,0,0,1,0,0
11,96,7,0,0,1,0,0
12,50,8,0,0,1,0,0
13,49,8,0,1,0,0,0
14,51,8,1,0,0,0,0
15,56,8,1,0,0,0,0
16,57,8,1,0,0,0,0
17,153,9,0,0,1,0,0
18,154,9,0,0,1,0,0
19,159,9,0,1,0,0,0
20,160,9,1,0,0,0,0
21,97,10,0,1,0,0,0
22,169,11,0,1,0,0,0
23,109,12,0,0,1,0,0
24,103,12,0,0,1,0,0
25,110,12,0,0,1,0,0
26,104,12,0,0,1,0,0
27,44,13,0,0,1,0,0
28,45,13,0,0,1,0,0
29,43,13,1,0,0,0,0
30,133,14,0,1,0,0,0
31,134,14,0,1,0,0,0
32,28,15,0,0,1,0,0
33,64,16,0,0,1,0,0
34,112,17,0,1,0,0,0
35,173,18,0,1,0,0,0
36,33,19,0,0,1,0,0
37,90,20,0,0,1,0,0
38,73,21,0,0,1,0,0
39,106,22,0,0,1,0,0
40,84,22,0,1,0,0,0
41,83,22,1,0,0,0,0
42,58,23,0,0,1,0,0
43,59,23,0,0,1,0,0
44,164,24,0,0,1,0,0
45,168,25,0,0,1,0,0
46,132,25,0,1,0,0,0
47,126,26,0,0,1,0,0
48,123,26,0,0,1,0,0
49,124,26,0,0,1,0,0
50,121,26,0,0,1,0,0
51,125,26,0,0,1,0,0
52,130,26,0,0,1,0,0
53,128,26,0,0,1,0,0
54,127,26,0,0,1,0,0
55,131,26,0,0,1,0,0
56,122,26,0,0,1,0,0
57,129,26,0,0,1,0,0
58,53,27,0,1,0,0,0
59,54,27,0,1,0,0,0
60,52,27,0,1,0,0,0
61,68,28,0,1,0,0,0
62,80,29,0,1,0,0,0
63,32,30,0,1,0,0,0
64,35,31,0,0,1,0,0
65,34,31,0,0,1,0,0
66,36,31,1,0,0,0,0
67,27,32,0,0,1,0,0
68,171,33,0,0,1,0,0
69,170,33,0,1,0,0,0
70,141,34,0,0,1,0,0
71,139,34,0,0,1,0,0
72,142,34,0,1,0,0,0
73,140,34,1,0,0,0,0
74,91,35,0,1,0,0,0
75,155,36,0,0,1,0,0
76,102,37,0,0,1,0,0
77,86,38,0,0,1,0,0
78,87,38,0,1,0,0,0
79,85,38,0,1,0,0,0
80,38,39,0,0,1,0,0
81,37,39,0,0,1,0,0
82,24,40,0,1,0,0,0
83,119,41,0,0,1,0,0
84,115,41,0,0,1,0,0
85,117,41,0,0,1,0,0
86,116,41,0,1,0,0,0
87,118,41,0,1,0,0,0
88,61,42,0,1,0,0,0
89,62,42,0,1,0,0,0
90,63,42,0,1,0,0,0
91,40,43,0,1,0,0,0
92,41,43,0,1,0,0,0
93,39,43,0,1,0,0,0
94,42,43,0,1,0,0,0
95,69,44,0,0,1,0,0
96,113,45,0,1,0,0,0
97,156,46,0,1,0,0,0
98,135,47,0,0,1,0,0
99,22,48,0,0,1,0,0
100,13,49,0,0,1,0,0
101,165,50,0,0,1,0,0
102,150,51,0,0,1,0,0
103,148,51,1,0,0,0,0
104,149,51,1,0,0,0,0
105,166,52,0,1,0,0,0
106,158,53,0,1,0,0,0
107,157,53,0,1,0,0,0
108,89,54,0,0,1,0,0
109,93,54,0,0,1,0,0
110,88,54,0,0,1,0,0
111,99,54,0,1,0,0,0
112,95,54,0,1,0,0,0
113,100,54,0,1,0,0,0
114,92,54,1,0,0,0,0
115,98,54,1,0,0,0,0
116,94,54,1,0,0,0,0
117,65,55,0,1,0,0,0
118,66,55,0,1,0,0,0
119,144,56,0,1,0,0,0
120,79,57,0,0,1,0,0
121,72,57,0,0,1,0,0
122,67,58,0,0,1,0,0
123,26,59,0,1,0,0,0
124,25,59,0,1,0,0,0
125,29,60,0,0,1,0,0
126,10,61,0,0,1,0,0
127,7,61,1,0,0,0,0
128,120,62,0,1,0,0,0
129,30,63,0,1,0,0,0
130,105,64,0,1,0,0,0
131,172,65,0,1,0,0,0
132,136,66,0,1,0,0,0
133,138,67,0,1,0,0,0
134,60,68,0,1,0,0,0
135,48,69,0,0,1,0,0
136,47,69,1,0,0,0,0
137,46,69,1,0,0,0,0
138,31,70,0,0,1,0,0
139,111,71,0,1,0,0,0
140,143,72,0,1,0,0,0
141,167,73,0,0,1,0,0
142,137,74,0,0,1,0,0
143,101,75,0,0,1,0,0
144,108,76,0,0,1,0,0
145,82,77,0,0,1,0,0
146,81,77,0,1,0,0,0
147,76,77,1,0,0,0,0
148,75,77,1,0,0,0,0
149,162,78,0,0,1,0,0
150,161,78,1,0,0,0,0
151,77,79,0,0,1,0,0
152,78,79,0,1,0,0,0
153,55,80,0,1,0,0,0
154,151,81,0,0,1,0,0
155,152,81,0,0,1,0,0
156,163,81,1,0,0,0,0
157,74,82,0,0,1,0,0
158,147,83,0,1,0,0,0
159,174,84,0,1,0,0,0
