passenger_id,seat_number,group,is_child,is_man,is_woman,is_wchr,is_wchb
0,26,[13],"[4.1619110816191105, 41.416721964167216]",0,0,0,0
1,55,1,0,0,1,0,0
2,63,1,0,0,1,0,0
3,56,1,0,1,0,0,0
4,57,1,1,0,0,0,0
5,147,2,0,0,1,0,0
6,17,3,0,1,0,0,0
7,27,3,0,0,0,1,0
8,71,4,0,0,1,0,0
9,69,4,0,0,1,0,0
10,68,4,0,0,1,0,0
11,70,4,0,0,1,0,0
12,19,5,0,0,1,0,0
13,142,6,0,0,1,0,0
14,143,6,0,1,0,0,0
15,52,7,0,1,0,0,0
16,50,7,0,0,0,0,1
17,121,8,0,1,0,0,0
18,104,9,0,0,1,0,0
19,126,10,0,0,1,0,0
20,124,10,0,0,0,1,0
21,10,11,0,1,0,0,0
22,11,11,0,1,0,0,0
23,8,11,0,1,0,0,0
24,9,11,1,0,0,0,0
25,12,11,1,0,0,0,0
26,64,12,0,0,0,1,0
27,138,13,0,1,0,0,0
28,150,14,0,1,0,0,0
29,146,15,0,0,1,0,0
30,145,15,0,0,1,0,0
31,34,16,0,1,0,0,0
32,105,17,0,0,1,0,0
33,107,17,0,0,0,0,1
34,156,18,0,0,1,0,0
35,155,18,0,1,0,0,0
36,83,19,0,0,1,0,0
37,84,19,1,0,0,0,0
38,82,19,1,0,0,0,0
39,46,20,0,0,1,0,0
40,18,21,0,0,1,0,0
41,148,22,0,0,1,0,0
42,41,23,0,1,0,0,0
43,23,24,0,0,1,0,0
44,22,24,0,0,1,0,0
45,114,25,0,0,1,0,0
46,60,26,0,0,1,0,0
47,47,27,0,1,0,0,0
48,127,28,0,0,1,0,0
49,128,28,0,0,1,0,0
50,154,29,0,0,1,0,0
51,6,30,0,1,0,0,0
52,61,31,0,0,1,0,0
53,62,31,0,1,0,0,0
54,134,32,0,0,1,0,0
55,36,33,0,1,0,0,0
56,40,34,0,1,0,0,0
57,103,35,0,1,0,0,0
58,15,36,0,1,0,0,0
59,13,36,0,1,0,0,0
60,14,36,1,0,0,0,0
61,4,37,0,1,0,0,0
62,5,37,1,0,0,0,0
63,48,38,0,0,1,0,0
64,129,39,0,0,1,0,0
65,137,40,0,1,0,0,0
66,53,41,0,1,0,0,0
67,112,42,0,0,1,0,0
68,149,43,0,0,1,0,0
69,42,44,0,1,0,0,0
70,136,45,0,1,0,0,0
71,3,46,0,0,1,0,0
72,2,46,0,0,1,0,0
73,1,46,0,1,0,0,0
74,110,47,0,1,0,0,0
75,98,48,0,0,0,0,1
76,35,49,0,0,1,0,0
77,132,50,0,0,1,0,0
78,109,51,0,1,0,0,0
79,78,52,0,0,1,0,0
80,77,52,0,0,1,0,0
81,76,52,0,0,1,0,0
82,139,53,0,1,0,0,0
83,24,54,0,0,1,0,0
84,16,55,0,1,0,0,0
85,113,56,0,1,0,0,0
86,130,57,0,1,0,0,0
87,72,58,0,1,0,0,0
88,73,59,0,0,1,0,0
89,75,59,0,0,1,0,0
90,74,59,0,1,0,0,0
91,29,60,0,1,0,0,0
92,30,60,1,0,0,0,0
93,115,61,0,0,1,0,0
94,54,62,0,1,0,0,0
95,67,63,0,0,1,0,0
96,66,64,0,1,0,0,0
97,133,65,0,0,1,0,0
98,153,66,0,0,1,0,0
99,117,67,0,0,1,0,0
100,116,67,0,0,1,0,0
101,131,68,0,1,0,0,0
102,111,69,0,0,1,0,0
103,7,70,0,1,0,0,0
104,135,71,0,1,0,0,0
105,152,72,0,0,1,0,0
106,151,72,0,0,1,0,0
107,141,73,0,0,1,0,0
108,123,74,0,0,1,0,0
109,122,74,0,0,1,0,0
110,140,75,0,1,0,0,0
111,144,76,0,1,0,0,0
112,25,77,0,0,1,0,0
113,120,78,0,1,0,0,0
114,28,79,0,1,0,0,0
