passenger_id,seat_number,group,is_child,is_man,is_woman,is_wchr,is_wchb
0,29,[14],"[4.054930211616389, 46.25078793336335]",0,0,0,0
1,148,1,0,1,0,0,0
2,94,2,0,0,1,0,0
3,7,3,0,0,1,0,0
4,8,3,0,1,0,0,0
5,152,4,0,1,0,0,0
6,127,5,0,0,1,0,0
7,55,6,0,0,1,0,0
8,56,6,1,0,0,0,0
9,144,7,0,1,0,0,0
10,88,8,0,1,0,0,0
11,89,8,0,1,0,0,0
12,120,9,0,1,0,0,0
13,119,10,0,1,0,0,0
14,95,11,0,0,1,0,0
15,84,12,0,1,0,0,0
16,41,13,0,0,1,0,0
17,5,14,0,0,1,0,0
18,4,14,0,1,0,0,0
19,118,15,0,1,0,0,0
20,106,16,0,0,1,0,0
21,171,17,0,0,1,0,0
22,114,18,0,0,1,0,0
23,69,19,0,0,1,0,0
24,129,20,0,0,1,0,0
25,43,21,0,1,0,0,0
26,169,22,0,1,0,0,0
27,133,23,0,0,1,0,0
28,49,24,0,1,0,0,0
29,124,25,0,1,0,0,0
30,75,26,0,1,0,0,0
31,74,26,0,1,0,0,0
32,130,27,0,0,1,0,0
33,131,27,0,1,0,0,0
34,26,28,0,0,1,0,0
35,20,28,0,0,1,0,0
36,27,28,1,0,0,0,0
37,37,28,1,0,0,0,0
38,25,28,1,0,0,0,0
39,31,28,1,0,0,0,0
40,21,28,1,0,0,0,0
41,28,28,1,0,0,0,0
42,34,28,1,0,0,0,0
43,40,28,1,0,0,0,0
44,33,28,1,0,0,0,0
45,36,28,1,0,0,0,0
46,22,28,1,0,0,0,0
47,30,28,1,0,0,0,0
48,24,28,1,0,0,0,0
49,19,28,1,0,0,0,0
50,16,28,1,0,0,0,0
51,39,28,1,0,0,0,0
52,15,28,1,0,0,0,0
53,157,29,0,0,1,0,0
54,63,30,0,0,1,0,0
55,54,31,0,1,0,0,0
56,132,32,0,1,0,0,0
57,12,33,0,0,1,0,0
58,59,34,0,0,1,0,0
59,60,34,0,0,1,0,0
60,128,35,0,0,1,0,0
61,67,36,0,0,1,0,0
62,68,36,0,1,0,0,0
63,82,37,0,0,1,0,0
64,83,37,0,1,0,0,0
65,38,38,0,0,1,0,0
66,108,39,0,1,0,0,0
67,165,40,0,1,0,0,0
68,9,41,0,1,0,0,0
69,62,42,0,0,1,0,0
70,98,43,0,0,1,0,0
71,99,43,0,1,0,0,0
72,86,44,0,0,1,0,0
73,85,44,0,1,0,0,0
74,145,45,0,0,1,0,0
75,163,46,0,1,0,0,0
76,79,47,0,0,1,0,0
77,81,47,0,0,1,0,0
78,80,47,0,0,1,0,0
79,146,48,0,0,1,0,0
80,93,49,0,1,0,0,0
81,150,50,0,1,0,0,0
82,147,51,0,0,1,0,0
83,170,52,0,1,0,0,0
84,138,53,0,1,0,0,0
85,58,54,0,1,0,0,0
86,45,55,0,0,1,0,0
87,44,55,0,1,0,0,0
88,166,56,0,0,1,0,0
89,164,57,0,0,1,0,0
90,136,58,0,1,0,0,0
91,87,59,0,1,0,0,0
92,172,60,0,0,1,0,0
93,141,61,0,1,0,0,0
94,139,62,0,0,1,0,0
95,140,62,0,0,1,0,0
96,155,63,0,0,1,0,0
97,154,63,0,1,0,0,0
98,66,64,0,0,1,0,0
99,77,65,0,1,0,0,0
100,76,65,0,1,0,0,0
101,64,66,0,0,1,0,0
102,65,66,0,1,0,0,0
103,142,67,0,0,1,0,0
104,143,67,0,1,0,0,0
105,125,68,0,0,1,0,0
106,35,69,0,1,0,0,0
107,167,70,0,1,0,0,0
108,173,71,0,0,1,0,0
109,2,72,0,0,1,0,0
110,3,72,0,1,0,0,0
111,162,73,0,0,1,0,0
112,161,74,0,0,1,0,0
113,137,75,0,0,1,0,0
114,116,76,0,0,1,0,0
115,117,76,0,1,0,0,0
116,23,77,0,0,1,0,0
117,160,78,0,1,0,0,0
118,70,79,0,0,1,0,0
119,71,79,0,0,1,0,0
120,11,80,0,1,0,0,0
121,10,80,0,1,0,0,0
122,90,81,0,1,0,0,0
123,48,82,0,1,0,0,0
