passenger_id,seat_number,group,is_child,is_man,is_woman,is_wchr,is_wchb
0,26,[13],"[4.4983410749834105, 37.12475116124751]",0,0,0,0
1,118,1,0,0,1,0,0
2,119,1,0,0,1,0,0
3,120,1,0,1,0,0,0
4,117,1,1,0,0,0,0
5,90,2,0,0,1,0,0
6,19,3,0,1,0,0,0
7,34,3,0,0,0,1,0
8,74,4,0,0,1,0,0
9,75,4,0,0,1,0,0
10,76,4,0,0,1,0,0
11,77,4,0,0,1,0,0
12,21,5,0,0,1,0,0
13,48,6,0,0,1,0,0
14,47,6,0,1,0,0,0
15,70,7,0,1,0,0,0
16,68,7,0,0,0,0,1
17,86,8,0,1,0,0,0
18,156,9,0,0,1,0,0
19,151,10,0,0,1,0,0
20,153,10,0,0,0,1,0
21,11,11,0,1,0,0,0
22,12,11,0,1,0,0,0
23,9,11,0,1,0,0,0
24,8,11,1,0,0,0,0
25,10,11,1,0,0,0,0
26,154,12,0,0,0,1,0
27,73,13,0,1,0,0,0
28,143,14,0,1,0,0,0
29,116,15,0,0,1,0,0
30,115,15,0,0,1,0,0
31,33,16,0,1,0,0,0
32,112,17,0,0,1,0,0
33,110,17,0,0,0,0,1
34,125,18,0,0,1,0,0
35,126,18,0,1,0,0,0
36,41,19,0,0,1,0,0
37,42,19,1,0,0,0,0
38,40,19,1,0,0,0,0
39,101,20,0,0,1,0,0
40,20,21,0,0,1,0,0
41,94,22,0,0,1,0,0
42,25,23,0,1,0,0,0
43,17,24,0,0,1,0,0
44,18,24,0,0,1,0,0
45,43,25,0,0,1,0,0
46,80,26,0,0,1,0,0
47,46,27,0,1,0,0,0
48,136,28,0,0,1,0,0
49,137,28,0,0,1,0,0
50,79,29,0,0,1,0,0
51,7,30,0,1,0,0,0
52,131,31,0,0,1,0,0
53,132,31,0,1,0,0,0
54,100,32,0,0,1,0,0
55,85,33,0,1,0,0,0
56,31,34,0,1,0,0,0
57,88,35,0,1,0,0,0
58,15,36,0,1,0,0,0
59,13,36,0,1,0,0,0
60,14,36,1,0,0,0,0
61,5,37,0,1,0,0,0
62,6,37,1,0,0,0,0
63,37,38,0,0,1,0,0
64,59,39,0,0,1,0,0
65,44,40,0,1,0,0,0
66,71,41,0,1,0,0,0
67,138,42,0,0,1,0,0
68,58,43,0,0,1,0,0
69,124,44,0,1,0,0,0
70,150,45,0,1,0,0,0
71,1,46,0,0,1,0,0
72,3,46,0,0,1,0,0
73,2,46,0,1,0,0,0
74,78,47,0,1,0,0,0
75,140,48,0,0,0,0,1
76,24,49,0,0,1,0,0
77,64,50,0,0,1,0,0
78,142,51,0,1,0,0,0
79,52,52,0,0,1,0,0
80,53,52,0,0,1,0,0
81,54,52,0,0,1,0,0
82,89,53,0,1,0,0,0
83,36,54,0,0,1,0,0
84,16,55,0,1,0,0,0
85,130,56,0,1,0,0,0
86,87,57,0,1,0,0,0
87,102,58,0,1,0,0,0
88,108,59,0,0,1,0,0
89,106,59,0,0,1,0,0
90,107,59,0,1,0,0,0
91,26,60,0,1,0,0,0
92,27,60,1,0,0,0,0
93,30,61,0,0,1,0,0
94,114,62,0,1,0,0,0
95,113,63,0,0,1,0,0
96,81,64,0,1,0,0,0
97,84,65,0,0,1,0,0
98,65,66,0,0,1,0,0
99,38,67,0,0,1,0,0
100,39,67,0,0,1,0,0
101,60,68,0,1,0,0,0
102,145,69,0,0,1,0,0
103,4,70,0,1,0,0,0
104,144,71,0,1,0,0,0
105,83,72,0,0,1,0,0
106,82,72,0,0,1,0,0
107,72,73,0,0,1,0,0
108,95,74,0,0,1,0,0
109,96,74,0,0,1,0,0
110,45,75,0,1,0,0,0
111,32,76,0,1,0,0,0
112,23,77,0,0,1,0,0
113,66,78,0,1,0,0,0
114,22,79,0,1,0,0,0
