passenger_id,seat_number,group,is_child,is_man,is_woman,is_wchr,is_wchb
0,20,[10],"(4.015209125475283, 31.214828897338386)",0,0,0,0
1,8,1,0,1,0,0,0
2,33,2,0,0,1,0,0
3,117,3,0,0,1,0,0
4,89,4,0,1,0,0,0
5,98,5,0,1,0,0,0
6,95,6,0,0,1,0,0
7,77,7,0,0,1,0,0
8,78,7,0,1,0,0,0
9,79,8,0,1,0,0,0
10,85,9,0,1,0,0,0
11,92,10,0,0,1,0,0
12,96,11,0,1,0,0,0
13,106,12,0,1,0,0,0
14,20,13,0,0,1,0,0
15,10,14,0,0,1,0,0
16,11,14,0,1,0,0,0
17,31,15,0,0,1,0,0
18,32,15,0,1,0,0,0
19,99,16,0,1,0,0,0
20,46,17,0,1,0,0,0
21,59,18,0,0,1,0,0
22,56,18,0,0,1,0,0
23,58,18,0,1,0,0,0
24,57,18,0,1,0,0,0
25,114,19,0,1,0,0,0
26,80,20,0,0,1,0,0
27,81,20,0,1,0,0,0
28,84,21,0,1,0,0,0
29,108,22,0,1,0,0,0
30,15,23,0,0,1,0,0
31,9,24,0,0,1,0,0
32,76,25,0,1,0,0,0
33,104,26,0,0,1,0,0
34,75,27,0,0,1,0,0
35,86,28,0,1,0,0,0
36,68,29,0,0,1,0,0
37,67,29,0,1,0,0,0
38,112,30,0,0,1,0,0
39,12,31,0,0,1,0,0
40,4,32,0,1,0,0,0
41,25,33,0,0,1,0,0
42,34,34,0,1,0,0,0
43,18,35,0,0,1,0,0
44,17,35,0,1,0,0,0
45,1,36,0,0,1,0,0
46,2,36,0,1,0,0,0
47,50,37,0,1,0,0,0
48,118,38,0,1,0,0,0
49,52,39,0,0,1,0,0
50,53,39,0,1,0,0,0
51,74,40,0,1,0,0,0
52,83,41,0,0,1,0,0
53,42,42,0,1,0,0,0
54,116,43,0,1,0,0,0
55,13,44,0,0,1,0,0
56,14,44,0,1,0,0,0
57,35,45,0,0,1,0,0
58,103,46,0,0,1,0,0
59,61,47,0,0,1,0,0
60,62,47,0,1,0,0,0
61,63,47,0,1,0,0,0
62,120,51,0,1,0,0,0
63,36,52,0,0,1,0,0
64,40,53,0,1,0,0,0
65,51,54,0,1,0,0,0
66,48,55,0,1,0,0,0
67,64,56,0,0,1,0,0
68,65,56,0,1,0,0,0
69,60,57,0,1,0,0,0
70,5,58,0,0,1,0,0
71,6,58,0,1,0,0,0
72,3,59,0,1,0,0,0
73,24,60,0,1,0,0,0
74,111,61,0,1,0,0,0
75,91,62,0,0,1,0,0
76,109,63,0,0,1,0,0
77,110,64,0,0,1,0,0
78,43,65,0,1,0,0,0
79,22,66,0,0,1,0,0
80,23,66,0,1,0,0,0
81,90,67,0,0,1,0,0
82,107,68,0,0,1,0,0
83,115,69,0,0,1,0,0
84,87,70,0,0,1,0,0
85,113,71,0,1,0,0,0
86,55,72,0,0,1,0,0
87,82,73,0,0,1,0,0
88,29,74,0,0,1,0,0
89,21,75,0,1,0,0,0
90,28,76,0,0,1,0,0
91,71,77,0,0,1,0,0
92,30,78,0,1,0,0,0
93,93,79,0,1,0,0,0
94,94,80,0,0,1,0,0
95,7,81,0,0,1,0,0
96,73,82,0,1,0,0,0
97,19,83,0,1,0,0,0
98,66,84,0,1,0,0,0
99,101,85,0,0,1,0,0
100,100,85,0,1,0,0,0
101,38,86,0,0,1,0,0
102,37,86,0,1,0,0,0
103,41,87,0,1,0,0,0
104,88,88,0,1,0,0,0
105,47,89,0,0,1,0,0
106,27,90,0,0,1,0,0
107,26,90,0,1,0,0,0
108,39,91,0,0,1,0,0
109,102,92,0,1,0,0,0
110,119,93,0,0,1,0,0
111,54,94,0,1,0,0,0
112,16,95,0,0,1,0,0
113,45,96,0,1,0,0,0
114,44,96,0,1,0,0,0
115,97,97,0,0,1,0,0
116,49,98,0,0,1,0,0
