passenger_id,seat_number,group,is_child,is_man,is_woman,is_wchr,is_wchb
0,26,[13],"(4.02698794993595, 40.007710843359675)",0,0,0,0
1,25,1,0,1,0,0,0
2,94,2,0,0,1,0,0
3,132,3,0,1,0,0,0
4,141,4,0,0,1,0,0
5,86,5,0,1,0,0,0
6,87,5,0,1,0,0,0
7,112,6,0,0,1,0,0
8,68,7,0,0,1,0,0
9,32,8,0,0,1,0,0
10,31,8,0,1,0,0,0
11,67,9,0,1,0,0,0
12,110,10,0,0,1,0,0
13,82,11,0,0,1,0,0
14,83,11,0,1,0,0,0
15,27,12,0,1,0,0,0
16,109,13,0,1,0,0,0
17,121,14,0,0,1,0,0
18,122,14,0,1,0,0,0
19,78,15,0,1,0,0,0
20,39,16,0,1,0,0,0
21,11,17,0,0,1,0,0
22,12,17,0,1,0,0,0
23,62,18,0,1,0,0,0
24,120,19,0,0,1,0,0
25,117,19,0,0,1,0,0
26,118,19,0,1,0,0,0
27,119,19,0,1,0,0,0
28,15,20,0,0,1,0,0
29,14,20,0,0,1,0,0
30,16,20,0,1,0,0,0
31,17,20,0,1,0,0,0
32,126,21,0,0,1,0,0
33,125,21,0,0,1,0,0
34,124,21,1,0,0,0,0
35,21,22,0,0,1,0,0
36,2,23,0,0,1,0,0
37,3,23,0,1,0,0,0
38,151,24,0,0,1,0,0
39,152,24,0,1,0,0,0
40,33,25,0,1,0,0,0
41,116,26,0,1,0,0,0
42,101,27,0,1,0,0,0
43,100,27,0,1,0,0,0
44,79,28,0,1,0,0,0
45,84,29,0,0,1,0,0
46,75,30,0,1,0,0,0
47,51,31,0,0,1,0,0
48,50,31,0,1,0,0,0
49,142,32,0,1,0,0,0
50,95,33,0,1,0,0,0
51,36,34,0,0,1,0,0
52,35,34,0,1,0,0,0
53,22,35,0,0,1,0,0
54,23,35,0,1,0,0,0
55,90,36,0,0,1,0,0
56,66,37,0,1,0,0,0
57,73,38,0,1,0,0,0
58,38,39,0,0,1,0,0
59,37,39,0,1,0,0,0
60,4,40,0,1,0,0,0
61,155,41,0,1,0,0,0
62,133,42,0,1,0,0,0
63,108,43,0,1,0,0,0
64,156,44,0,1,0,0,0
65,93,45,0,0,1,0,0
66,92,45,0,1,0,0,0
67,34,46,0,1,0,0,0
68,26,47,0,1,0,0,0
69,24,48,0,0,1,0,0
70,107,49,0,1,0,0,0
71,129,50,0,0,1,0,0
72,139,51,0,0,1,0,0
73,140,51,0,1,0,0,0
74,7,52,0,0,1,0,0
75,1,53,0,0,1,0,0
76,135,54,0,0,1,0,0
77,145,55,0,0,1,0,0
78,146,55,0,1,0,0,0
79,137,56,0,0,1,0,0
80,138,56,0,1,0,0,0
81,44,57,0,0,1,0,0
82,45,57,0,1,0,0,0
83,154,58,0,1,0,0,0
84,19,59,0,0,1,0,0
85,20,59,0,1,0,0,0
86,57,60,0,0,1,0,0
87,144,61,0,0,1,0,0
88,143,61,0,1,0,0,0
89,106,62,0,1,0,0,0
90,60,63,0,0,1,0,0
91,59,63,0,1,0,0,0
92,69,64,0,1,0,0,0
93,97,65,0,0,1,0,0
94,99,65,0,0,1,0,0
95,98,65,0,1,0,0,0
96,71,66,0,0,1,0,0
97,148,67,0,1,0,0,0
98,131,68,0,0,1,0,0
99,130,68,0,1,0,0,0
100,114,69,0,1,0,0,0
101,136,70,0,0,1,0,0
102,65,71,0,0,1,0,0
103,64,71,0,1,0,0,0
104,150,72,0,0,1,0,0
105,77,73,0,1,0,0,0
106,18,74,0,1,0,0,0
107,43,75,0,1,0,0,0
108,42,76,0,0,1,0,0
109,9,77,0,0,1,0,0
110,8,77,0,1,0,0,0
111,72,78,0,1,0,0,0
112,123,79,0,1,0,0,0
113,49,80,0,1,0,0,0
114,56,81,0,1,0,0,0
115,48,82,0,1,0,0,0
116,53,83,0,1,0,0,0
117,52,84,0,1,0,0,0
118,54,85,0,1,0,0,0
119,28,86,0,1,0,0,0
120,5,87,0,0,1,0,0
121,6,87,0,1,0,0,0
122,134,88,0,0,1,0,0
123,55,89,0,0,1,0,0
124,147,90,0,0,1,0,0
125,13,91,0,1,0,0,0
126,104,92,0,0,1,0,0
127,103,92,0,1,0,0,0
128,153,93,0,1,0,0,0
129,96,94,0,1,0,0,0
130,40,95,0,0,1,0,0
131,41,95,0,1,0,0,0
132,61,96,0,0,1,0,0
133,85,97,0,1,0,0,0
134,149,98,0,1,0,0,0
135,74,99,0,1,0,0,0
136,115,100,0,0,1,0,0
137,102,101,0,0,1,0,0
138,58,102,0,1,0,0,0
139,29,103,0,0,1,0,0
140,30,103,0,1,0,0,0
141,127,104,0,0,1,0,0
142,128,104,0,1,0,0,0
143,70,105,0,0,1,0,0
144,63,106,0,1,0,0,0
145,76,107,0,0,1,0,0
146,88,108,0,0,1,0,0
147,89,108,0,0,1,0,0
148,81,109,0,0,1,0,0
149,80,109,0,0,1,0,0
150,47,110,0,0,1,0,0
151,46,110,0,0,1,0,0
152,10,111,0,1,0,0,0
